ID_REF	VALUE
hsa-miR-193b-star_st	2.57
hsa-miR-193b_st	2.82
hsa-miR-194-star_st	0.80
hsa-miR-194_st	7.86
hsa-miR-195-star_st	1.41
hsa-miR-195_st	9.60
hsa-miR-196a-star_st	0.31
hsa-miR-196a_st	2.32
hsa-miR-196b-star_st	1.26
hsa-miR-196b_st	1.04
hsa-miR-1972_st	0.92
hsa-miR-1973_st	5.86
hsa-miR-1976_st	4.28
hsa-miR-197_st	1.85
hsa-miR-198_st	0.37
hsa-miR-199a-3p_st	12.99
hsa-miR-199a-5p_st	12.37
hsa-miR-199b-3p_st	12.91
hsa-miR-199b-5p_st	0.54
hsa-miR-19a-star_st	0.50
hsa-miR-19a_st	0.79
hsa-miR-19b-1-star_st	0.15
hsa-miR-19b-2-star_st	0.28
hsa-miR-19b_st	7.75
hsa-miR-1_st	0.65
hsa-miR-200a-star_st	0.11
hsa-miR-200a_st	0.43
hsa-miR-200b-star_st	1.40
hsa-miR-200b_st	0.95
hsa-miR-200c-star_st	0.59
hsa-miR-200c_st	2.82
hsa-miR-202-star_st	2.32
hsa-miR-202_st	3.06
hsa-miR-203_st	0.50
hsa-miR-204_st	2.04
hsa-miR-205-star_st	0.79
hsa-miR-2052_st	0.32
hsa-miR-2053_st	1.30
hsa-miR-2054_st	0.35
hsa-miR-205_st	0.39
hsa-miR-206_st	2.36
hsa-miR-208a_st	0.61
hsa-miR-208b_st	0.53
hsa-miR-20a-star_st	0.78
hsa-miR-20a_st	8.31
hsa-miR-20b-star_st	2.17
hsa-miR-20b_st	3.99
hsa-miR-21-star_st	0.53
hsa-miR-210_st	7.58
hsa-miR-2110_st	0.57
hsa-miR-2113_st	0.23
hsa-miR-2114-star_st	0.78
hsa-miR-2114_st	0.63
hsa-miR-2115-star_st	0.83
hsa-miR-2115_st	0.46
hsa-miR-2116-star_st	0.78
hsa-miR-2116_st	0.33
hsa-miR-2117_st	0.34
hsa-miR-211_st	0.65
hsa-miR-212_st	8.96
hsa-miR-214-star_st	9.02
hsa-miR-214_st	13.54
hsa-miR-215_st	1.23
hsa-miR-216a_st	1.00
hsa-miR-216b_st	1.27
hsa-miR-217_st	0.46
hsa-miR-218-1-star_st	0.80
hsa-miR-218-2-star_st	0.26
hsa-miR-218_st	4.38
hsa-miR-219-1-3p_st	0.76
hsa-miR-219-2-3p_st	0.47
hsa-miR-219-5p_st	0.15
hsa-miR-21_st	10.81
hsa-miR-22-star_st	5.54
hsa-miR-221-star_st	5.49
hsa-miR-221_st	13.84
hsa-miR-222-star_st	3.58
hsa-miR-222_st	13.31
hsa-miR-223-star_st	0.61
hsa-miR-223_st	0.46
hsa-miR-224-star_st	2.23
hsa-miR-224_st	1.80
hsa-miR-2276_st	2.27
hsa-miR-2277-3p_st	2.67
hsa-miR-2277-5p_st	1.70
hsa-miR-2278_st	1.19
hsa-miR-22_st	13.58
hsa-miR-2355-3p_st	0.27
hsa-miR-2355-5p_st	0.67
hsa-miR-2392_st	4.45
hsa-miR-23a-star_st	5.98
hsa-miR-23a_st	14.32
hsa-miR-23b-star_st	5.46
hsa-miR-23b_st	14.22
hsa-miR-23c_st	6.60
hsa-miR-24-1-star_st	1.51
hsa-miR-24-2-star_st	5.99
hsa-miR-2467-3p_st	6.79
hsa-miR-2467-5p_st	0.44
hsa-miR-24_st	14.70
hsa-miR-25-star_st	3.11
hsa-miR-25_st	7.74
hsa-miR-2681-star_st	0.53
hsa-miR-2681_st	0.39
hsa-miR-2682-star_st	0.78
hsa-miR-2682_st	0.28
hsa-miR-26a-1-star_st	0.17
hsa-miR-26a-2-star_st	0.57
hsa-miR-26a_st	13.95
hsa-miR-26b-star_st	1.23
hsa-miR-26b_st	5.29
hsa-miR-27a-star_st	6.20
hsa-miR-27a_st	12.85
hsa-miR-27b-star_st	7.04
hsa-miR-27b_st	12.44
hsa-miR-28-3p_st	8.06
hsa-miR-28-5p_st	9.01
hsa-miR-2861_st	9.16
hsa-miR-2909_st	0.62
hsa-miR-296-3p_st	2.06
hsa-miR-296-5p_st	1.31
hsa-miR-2964a-3p_st	0.39
hsa-miR-2964a-5p_st	1.30
hsa-miR-297_st	1.16
hsa-miR-298_st	0.38
hsa-miR-299-3p_st	0.47
hsa-miR-299-5p_st	1.18
hsa-miR-29a-star_st	0.47
hsa-miR-29a_st	12.34
hsa-miR-29b-1-star_st	7.01
hsa-miR-29b-2-star_st	5.26
hsa-miR-29b_st	7.12
hsa-miR-29c-star_st	1.73
hsa-miR-29c_st	4.91
hsa-miR-300_st	1.01
hsa-miR-301a_st	4.30
hsa-miR-301b_st	0.57
hsa-miR-302a-star_st	0.27
hsa-miR-302a_st	0.58
hsa-miR-302b-star_st	0.78
hsa-miR-302b_st	0.24
hsa-miR-302c-star_st	0.41
hsa-miR-302c_st	0.46
hsa-miR-302d-star_st	0.56
hsa-miR-302d_st	0.61
hsa-miR-302e_st	0.44
hsa-miR-302f_st	0.63
hsa-miR-3064-3p_st	1.50
hsa-miR-3064-5p_st	1.35
hsa-miR-3065-3p_st	1.23
hsa-miR-3065-5p_st	0.60
hsa-miR-3074-3p_st	0.46
hsa-miR-3074-5p_st	1.24
hsa-miR-30a-star_st	8.37
hsa-miR-30a_st	10.89
hsa-miR-30b-star_st	0.94
hsa-miR-30b_st	8.62
hsa-miR-30c-1-star_st	2.00
hsa-miR-30c-2-star_st	7.21
hsa-miR-30c_st	10.87
hsa-miR-30d-star_st	0.25
hsa-miR-30d_st	9.31
hsa-miR-30e-star_st	4.26
hsa-miR-30e_st	6.54
hsa-miR-31-star_st	8.66
hsa-miR-3115_st	0.14
hsa-miR-3116_st	0.63
hsa-miR-3117-3p_st	0.58
hsa-miR-3117-5p_st	1.07
hsa-miR-3118_st	0.30
hsa-miR-3119_st	0.31
hsa-miR-3120-3p_st	1.51
hsa-miR-3120-5p_st	3.09
hsa-miR-3121-3p_st	2.83
hsa-miR-3121-5p_st	0.31
hsa-miR-3122_st	0.44
hsa-miR-3123_st	0.61
hsa-miR-3124-3p_st	0.46
hsa-miR-3124-5p_st	4.00
hsa-miR-3125_st	0.39
hsa-miR-3126-3p_st	0.79
hsa-miR-3126-5p_st	1.03
hsa-miR-3127-3p_st	0.54
hsa-miR-3127-5p_st	0.84
hsa-miR-3128_st	2.10
hsa-miR-3129-3p_st	0.49
hsa-miR-3129-5p_st	1.97
hsa-miR-3130-3p_st	1.06
hsa-miR-3130-5p_st	0.68
hsa-miR-3131_st	1.90
hsa-miR-3132_st	1.43
hsa-miR-3133_st	0.55
hsa-miR-3134_st	0.11
hsa-miR-3135_st	0.38
hsa-miR-3135b_st	4.69
hsa-miR-3136-3p_st	1.37
hsa-miR-3136-5p_st	0.78
hsa-miR-3137_st	2.77
hsa-miR-3138_st	3.29
hsa-miR-3139_st	0.48
hsa-miR-3140-3p_st	0.47
hsa-miR-3140-5p_st	0.11
hsa-miR-3141_st	7.56
hsa-miR-3142_st	0.59
hsa-miR-3143_st	0.38
hsa-miR-3144-3p_st	0.59
hsa-miR-3144-5p_st	0.20
hsa-miR-3145-3p_st	0.67
hsa-miR-3145-5p_st	0.60
hsa-miR-3146_st	0.47
hsa-miR-3147_st	2.22
hsa-miR-3148_st	0.51
hsa-miR-3149_st	2.55
hsa-miR-3150a-3p_st	1.34
hsa-miR-3150a-5p_st	0.82
hsa-miR-3150b-3p_st	0.66
hsa-miR-3150b-5p_st	0.84
hsa-miR-3151_st	2.32
hsa-miR-3152-3p_st	2.04
hsa-miR-3152-5p_st	0.32
hsa-miR-3153_st	1.46
hsa-miR-3154_st	3.98
hsa-miR-3155_st	1.21
hsa-miR-3155b_st	0.71
hsa-miR-3156-3p_st	0.47
hsa-miR-3156-5p_st	0.61
hsa-miR-3157-3p_st	2.51
hsa-miR-3157-5p_st	1.44
hsa-miR-3158-3p_st	0.59
hsa-miR-3158-5p_st	0.88
hsa-miR-3159_st	0.25
hsa-miR-3160-3p_st	0.78
hsa-miR-3160-5p_st	0.22
hsa-miR-3161_st	0.87
hsa-miR-3162-3p_st	1.41
hsa-miR-3162-5p_st	5.44
hsa-miR-3163_st	1.53
hsa-miR-3164_st	0.69
hsa-miR-3165_st	0.32
hsa-miR-3166_st	0.93
hsa-miR-3167_st	0.52
hsa-miR-3168_st	0.53
hsa-miR-3169_st	-0.02
hsa-miR-3170_st	0.07
hsa-miR-3171_st	0.43
hsa-miR-3173-3p_st	1.15
hsa-miR-3173-5p_st	0.44
hsa-miR-3174_st	0.98
hsa-miR-3175_st	3.24
hsa-miR-3176_st	1.53
hsa-miR-3177-3p_st	1.00
hsa-miR-3177-5p_st	0.63
hsa-miR-3178_st	6.93
hsa-miR-3179_st	0.60
hsa-miR-3180-3p_st	5.04
hsa-miR-3180-5p_st	1.10
hsa-miR-3180_st	1.97
hsa-miR-3181_st	0.66
hsa-miR-3182_st	0.54
hsa-miR-3183_st	0.61
hsa-miR-3184_st	0.71
hsa-miR-3185_st	3.97
hsa-miR-3186-3p_st	0.99
hsa-miR-3186-5p_st	0.71
hsa-miR-3187-3p_st	5.13
hsa-miR-3187-5p_st	1.62
hsa-miR-3188_st	6.42
hsa-miR-3189-3p_st	1.25
hsa-miR-3189-5p_st	0.62
hsa-miR-3190_st	0.48
hsa-miR-3191_st	1.05
hsa-miR-3192_st	0.68
hsa-miR-3193_st	0.42
hsa-miR-3194-3p_st	0.15
hsa-miR-3194-5p_st	1.70
hsa-miR-3195_st	8.21
hsa-miR-3196_st	8.75
hsa-miR-3197_st	1.47
hsa-miR-3198_st	0.65
hsa-miR-3199_st	0.65
hsa-miR-31_st	14.57
hsa-miR-32-star_st	0.29
hsa-miR-3200-3p_st	0.81
hsa-miR-3200-5p_st	1.18
hsa-miR-3201_st	5.17
hsa-miR-3202_st	0.83
hsa-miR-320a_st	11.23
hsa-miR-320b_st	11.15
hsa-miR-320c_st	10.93
hsa-miR-320d_st	9.12
hsa-miR-320e_st	5.77
hsa-miR-323-3p_st	0.74
hsa-miR-323-5p_st	0.72
hsa-miR-323b-3p_st	1.34
hsa-miR-323b-5p_st	0.81
hsa-miR-324-3p_st	8.69
hsa-miR-324-5p_st	9.87
hsa-miR-325_st	0.80
hsa-miR-326_st	1.03
hsa-miR-328_st	6.96
hsa-miR-329_st	0.52
hsa-miR-32_st	1.47
hsa-miR-330-3p_st	3.48
hsa-miR-330-5p_st	1.98
hsa-miR-331-3p_st	4.83
hsa-miR-331-5p_st	2.58
hsa-miR-335-star_st	1.20
hsa-miR-335_st	1.42
hsa-miR-337-3p_st	0.90
hsa-miR-337-5p_st	3.72
hsa-miR-338-3p_st	0.61
hsa-miR-338-5p_st	0.62
hsa-miR-339-3p_st	5.85
hsa-miR-339-5p_st	6.28
hsa-miR-33a-star_st	0.28
hsa-miR-33a_st	0.32
hsa-miR-33b-star_st	0.98
hsa-miR-33b_st	0.73
hsa-miR-340-star_st	0.51
hsa-miR-340_st	0.78
hsa-miR-342-3p_st	8.64
hsa-miR-342-5p_st	2.22
hsa-miR-345_st	0.59
hsa-miR-346_st	6.61
hsa-miR-34a-star_st	5.57
hsa-miR-34a_st	11.63
hsa-miR-34b-star_st	0.57
hsa-miR-34b_st	5.62
hsa-miR-34c-3p_st	6.14
hsa-miR-34c-5p_st	9.78
hsa-miR-3529_st	0.64
hsa-miR-3545-3p_st	0.21
hsa-miR-3545-5p_st	0.39
hsa-miR-3591-3p_st	0.61
hsa-miR-3591-5p_st	0.53
hsa-miR-3605-3p_st	1.74
hsa-miR-3605-5p_st	2.83
hsa-miR-3606_st	1.10
hsa-miR-3607-3p_st	0.72
hsa-miR-3607-5p_st	0.94
hsa-miR-3609_st	0.67
hsa-miR-361-3p_st	1.32
hsa-miR-361-5p_st	10.09
hsa-miR-3610_st	2.55
hsa-miR-3611_st	0.52
hsa-miR-3612_st	0.75
hsa-miR-3613-3p_st	8.42
hsa-miR-3613-5p_st	5.09
hsa-miR-3614-3p_st	0.31
hsa-miR-3614-5p_st	0.78
hsa-miR-3615_st	2.18
hsa-miR-3616-3p_st	0.91
hsa-miR-3616-5p_st	0.31
hsa-miR-3617_st	0.54
hsa-miR-3618_st	0.61
hsa-miR-3619-3p_st	5.19
hsa-miR-3619-5p_st	4.62
hsa-miR-362-3p_st	0.58
hsa-miR-362-5p_st	5.21
hsa-miR-3620_st	2.28
hsa-miR-3621_st	5.79
hsa-miR-3622a-3p_st	2.15
hsa-miR-3622a-5p_st	5.76
hsa-miR-3622b-3p_st	1.14
hsa-miR-3622b-5p_st	0.60
hsa-miR-363-star_st	0.55
hsa-miR-363_st	0.31
hsa-miR-3646_st	3.37
hsa-miR-3647-3p_st	0.87
hsa-miR-3647-5p_st	0.58
hsa-miR-3648_st	7.51
hsa-miR-3649_st	0.38
hsa-miR-365-star_st	4.28
hsa-miR-3650_st	1.07
hsa-miR-3651_st	0.61
hsa-miR-3652_st	1.87
hsa-miR-3653_st	0.62
hsa-miR-3654_st	0.16
hsa-miR-3655_st	0.61
hsa-miR-3656_st	11.38
hsa-miR-3657_st	0.67
hsa-miR-3658_st	0.53
hsa-miR-3659_st	1.14
hsa-miR-365_st	0.72
hsa-miR-3660_st	0.65
hsa-miR-3661_st	0.31
hsa-miR-3662_st	0.39
hsa-miR-3663-3p_st	4.46
hsa-miR-3663-5p_st	4.80
hsa-miR-3664-3p_st	1.33
hsa-miR-3664-5p_st	0.47
hsa-miR-3665_st	12.60
hsa-miR-3666_st	0.36
hsa-miR-3667-3p_st	1.28
hsa-miR-3667-5p_st	0.72
hsa-miR-3668_st	0.40
hsa-miR-3669_st	1.24
hsa-miR-367-star_st	0.38
hsa-miR-3670_st	0.61
hsa-miR-3671_st	0.21
hsa-miR-3672_st	0.48
hsa-miR-3673_st	0.55
hsa-miR-3674_st	0.18
hsa-miR-3675-3p_st	0.95
hsa-miR-3675-5p_st	0.21
hsa-miR-3676_st	0.66
hsa-miR-3677-3p_st	1.00
hsa-miR-3677-5p_st	0.44
hsa-miR-3678-3p_st	0.57
hsa-miR-3678-5p_st	0.56
hsa-miR-3679-3p_st	0.77
hsa-miR-3679-5p_st	5.10
hsa-miR-367_st	0.28
hsa-miR-3680-star_st	0.46
hsa-miR-3680_st	0.82
hsa-miR-3681-star_st	0.71
hsa-miR-3681_st	0.12
hsa-miR-3682-3p_st	1.59
hsa-miR-3682-5p_st	0.36
hsa-miR-3683_st	0.00
hsa-miR-3684_st	0.10
hsa-miR-3685_st	1.09
hsa-miR-3686_st	0.35
hsa-miR-3687_st	0.50
hsa-miR-3688-3p_st	0.68
hsa-miR-3688-5p_st	0.11
hsa-miR-3689a-3p_st	0.78
hsa-miR-3689a-5p_st	0.47
hsa-miR-3689b-star_st	1.14
hsa-miR-3689b_st	0.41
hsa-miR-3689c_st	1.14
hsa-miR-3689d_st	0.37
hsa-miR-3689e_st	0.27
hsa-miR-3689f_st	0.69
hsa-miR-369-3p_st	0.41
hsa-miR-369-5p_st	0.60
hsa-miR-3690_st	1.02
hsa-miR-3691-3p_st	0.41
hsa-miR-3691-5p_st	0.33
hsa-miR-3692-star_st	0.46
hsa-miR-3692_st	0.43
hsa-miR-370_st	0.95
hsa-miR-371-3p_st	0.23
hsa-miR-371-5p_st	2.07
hsa-miR-3713_st	0.25
hsa-miR-3714_st	3.45
hsa-miR-371b-3p_st	0.52
hsa-miR-371b-5p_st	1.71
hsa-miR-372_st	0.30
hsa-miR-373-star_st	3.99
hsa-miR-373_st	0.42
hsa-miR-374a-star_st	0.72
hsa-miR-374a_st	0.74
hsa-miR-374b-star_st	0.21
hsa-miR-374b_st	1.05
hsa-miR-374c_st	1.04
hsa-miR-375_st	0.82
hsa-miR-376a-star_st	0.52
hsa-miR-376a_st	0.73
hsa-miR-376b_st	0.19
hsa-miR-376c_st	0.72
hsa-miR-377-star_st	0.63
hsa-miR-377_st	1.05
hsa-miR-378-star_st	5.19
hsa-miR-378_st	9.31
hsa-miR-378b_st	4.29
hsa-miR-378c_st	7.75
hsa-miR-378d_st	5.16
hsa-miR-378e_st	4.10
hsa-miR-378f_st	7.17
hsa-miR-378g_st	3.92
hsa-miR-378h_st	0.78
hsa-miR-378i_st	6.86
hsa-miR-379-star_st	0.33
hsa-miR-379_st	6.62
hsa-miR-380-star_st	0.93
hsa-miR-380_st	0.48
hsa-miR-381_st	1.55
hsa-miR-382_st	4.50
hsa-miR-383_st	0.68
hsa-miR-384_st	0.58
hsa-miR-3907_st	1.36
hsa-miR-3908_st	0.44
hsa-miR-3909_st	0.95
hsa-miR-3910_st	2.19
hsa-miR-3911_st	6.12
hsa-miR-3912_st	0.90
hsa-miR-3913-3p_st	1.03
hsa-miR-3913-5p_st	0.33
hsa-miR-3914_st	0.61
hsa-miR-3915_st	0.51
hsa-miR-3916_st	0.30
hsa-miR-3917_st	1.33
hsa-miR-3918_st	3.43
hsa-miR-3919_st	0.84
hsa-miR-3920_st	0.58
hsa-miR-3921_st	3.67
hsa-miR-3922-3p_st	0.47
hsa-miR-3922-5p_st	0.56
hsa-miR-3923_st	0.07
hsa-miR-3924_st	0.66
hsa-miR-3925-3p_st	0.14
hsa-miR-3925-5p_st	0.80
hsa-miR-3926_st	5.12
hsa-miR-3927_st	2.59
hsa-miR-3928_st	0.27
hsa-miR-3929_st	0.73
hsa-miR-3934_st	2.25
hsa-miR-3935_st	3.60
hsa-miR-3936_st	0.96
hsa-miR-3937_st	2.49
hsa-miR-3938_st	0.71
hsa-miR-3939_st	0.79
hsa-miR-3940-3p_st	0.69
hsa-miR-3940-5p_st	9.65
hsa-miR-3941_st	0.78
hsa-miR-3942-3p_st	2.30
hsa-miR-3942-5p_st	1.96
hsa-miR-3943_st	0.91
hsa-miR-3944-3p_st	1.35
hsa-miR-3944-5p_st	3.94
hsa-miR-3945_st	1.29
hsa-miR-3960_st	12.67
hsa-miR-3972_st	0.21
hsa-miR-3973_st	0.82
hsa-miR-3974_st	1.13
hsa-miR-3975_st	0.69
hsa-miR-3976_st	1.14
hsa-miR-3977_st	0.63
hsa-miR-3978_st	0.82
hsa-miR-409-3p_st	4.49
hsa-miR-409-5p_st	1.07
hsa-miR-410_st	0.94
hsa-miR-411-star_st	0.82
hsa-miR-411_st	3.20
hsa-miR-412_st	0.78
hsa-miR-421_st	5.66
hsa-miR-422a_st	6.52
hsa-miR-423-3p_st	7.64
hsa-miR-423-5p_st	7.08
hsa-miR-424-star_st	0.56
hsa-miR-424_st	0.30
hsa-miR-425-star_st	2.33
hsa-miR-4251_st	0.38
hsa-miR-4252_st	1.55
hsa-miR-4253_st	3.12
hsa-miR-4254_st	0.50
hsa-miR-4255_st	0.47
hsa-miR-4256_st	0.28
hsa-miR-4257_st	1.34
hsa-miR-4258_st	1.79
hsa-miR-4259_st	0.24
hsa-miR-425_st	9.05
hsa-miR-4260_st	1.35
hsa-miR-4261_st	0.40
hsa-miR-4262_st	0.30
hsa-miR-4263_st	0.29
hsa-miR-4264_st	0.17
hsa-miR-4265_st	0.21
hsa-miR-4266_st	0.61
hsa-miR-4267_st	0.61
hsa-miR-4268_st	0.55
hsa-miR-4269_st	5.98
hsa-miR-4270_st	8.42
hsa-miR-4271_st	2.18
hsa-miR-4272_st	0.49
hsa-miR-4273_st	0.33
hsa-miR-4274_st	1.30
hsa-miR-4275_st	0.47
hsa-miR-4276_st	0.08
hsa-miR-4277_st	1.14
hsa-miR-4278_st	0.28
hsa-miR-4279_st	0.21
hsa-miR-4280_st	0.77
hsa-miR-4281_st	11.25
hsa-miR-4282_st	0.26
hsa-miR-4283_st	0.47
hsa-miR-4284_st	0.80
hsa-miR-4285_st	0.21
hsa-miR-4286_st	5.91
hsa-miR-4287_st	2.93
hsa-miR-4288_st	4.50
hsa-miR-4289_st	1.34
hsa-miR-4290_st	0.61
hsa-miR-4291_st	1.36
hsa-miR-4292_st	0.77
hsa-miR-4293_st	0.87
hsa-miR-4294_st	1.14
hsa-miR-4295_st	1.13
hsa-miR-4296_st	1.06
hsa-miR-4297_st	0.61
hsa-miR-4298_st	12.25
hsa-miR-4299_st	5.59
hsa-miR-429_st	0.64
hsa-miR-4300_st	0.47
hsa-miR-4301_st	0.83
hsa-miR-4302_st	0.50
hsa-miR-4303_st	0.18
hsa-miR-4304_st	2.82
hsa-miR-4305_st	0.19
hsa-miR-4306_st	4.86
hsa-miR-4307_st	0.44
hsa-miR-4308_st	0.33
hsa-miR-4309_st	1.31
hsa-miR-431-star_st	0.76
hsa-miR-4310_st	1.38
hsa-miR-4311_st	0.33
hsa-miR-4312_st	1.24
hsa-miR-4313_st	1.31
hsa-miR-4314_st	0.46
hsa-miR-4315_st	0.19
hsa-miR-4316_st	0.72
hsa-miR-4317_st	7.12
hsa-miR-4318_st	0.87
hsa-miR-4319_st	0.45
hsa-miR-431_st	4.83
hsa-miR-432-star_st	0.41
hsa-miR-4320_st	0.03
hsa-miR-4321_st	2.91
hsa-miR-4322_st	5.39
hsa-miR-4323_st	0.21
hsa-miR-4324_st	5.73
hsa-miR-4325_st	0.10
hsa-miR-4326_st	0.78
hsa-miR-4327_st	3.14
hsa-miR-4328_st	0.48
hsa-miR-4329_st	4.26
hsa-miR-432_st	0.61
hsa-miR-4330_st	0.80
hsa-miR-433_st	1.50
hsa-miR-4417_st	4.64
hsa-miR-4418_st	0.19
hsa-miR-4419a_st	0.91
hsa-miR-4419b_st	0.53
hsa-miR-4420_st	0.41
hsa-miR-4421_st	0.61
hsa-miR-4422_st	0.69
hsa-miR-4423-3p_st	1.37
hsa-miR-4423-5p_st	0.41
hsa-miR-4424_st	0.41
hsa-miR-4425_st	0.61
hsa-miR-4426_st	0.26
hsa-miR-4427_st	0.07
hsa-miR-4428_st	4.92
hsa-miR-4429_st	7.09
hsa-miR-4430_st	5.31
hsa-miR-4431_st	0.92
hsa-miR-4432_st	0.86
hsa-miR-4433_st	5.48
hsa-miR-4434_st	0.78
hsa-miR-4435_st	1.02
hsa-miR-4436a_st	1.28
hsa-miR-4436b-3p_st	1.17
hsa-miR-4436b-5p_st	6.02
hsa-miR-4437_st	0.60
hsa-miR-4438_st	0.79
hsa-miR-4439_st	1.99
hsa-miR-4440_st	2.67
hsa-miR-4441_st	0.68
hsa-miR-4442_st	2.34
hsa-miR-4443_st	9.47
hsa-miR-4444_st	3.64
hsa-miR-4445-star_st	1.60
hsa-miR-4445_st	0.26
hsa-miR-4446-3p_st	1.04
hsa-miR-4446-5p_st	0.69
hsa-miR-4447_st	2.37
hsa-miR-4448_st	0.91
hsa-miR-4449_st	6.07
hsa-miR-4450_st	0.52
hsa-miR-4451_st	0.41
hsa-miR-4452_st	0.61
hsa-miR-4453_st	0.78
hsa-miR-4454_st	13.28
hsa-miR-4455_st	0.95
hsa-miR-4456_st	0.63
hsa-miR-4457_st	1.02
hsa-miR-4458_st	3.48
hsa-miR-4459_st	8.53
hsa-miR-4460_st	0.78
hsa-miR-4461_st	0.89
hsa-miR-4462_st	2.21
hsa-miR-4463_st	9.28
hsa-miR-4464_st	0.30
hsa-miR-4465_st	5.07
hsa-miR-4466_st	11.54
hsa-miR-4467_st	0.95
hsa-miR-4468_st	0.89
hsa-miR-4469_st	1.19
hsa-miR-4470_st	1.75
hsa-miR-4471_st	0.98
hsa-miR-4472_st	1.04
hsa-miR-4473_st	0.21
hsa-miR-4474-3p_st	1.44
hsa-miR-4474-5p_st	1.06
hsa-miR-4475_st	0.80
hsa-miR-4476_st	2.73
hsa-miR-4477a_st	0.37
hsa-miR-4477b_st	0.67
hsa-miR-4478_st	0.60
hsa-miR-4479_st	0.80
hsa-miR-4480_st	0.34
hsa-miR-4481_st	2.12
hsa-miR-4482_st	1.04
hsa-miR-4483_st	0.79
hsa-miR-4484_st	9.51
hsa-miR-4485_st	2.06
hsa-miR-4486_st	1.97
hsa-miR-4487_st	3.85
hsa-miR-4488_st	9.92
hsa-miR-4489_st	0.82
hsa-miR-448_st	0.73
hsa-miR-4490_st	3.02
hsa-miR-4491_st	0.35
hsa-miR-4492_st	8.63
hsa-miR-4493_st	0.71
hsa-miR-4494_st	0.56
hsa-miR-4495_st	1.01
hsa-miR-4496_st	0.94
hsa-miR-4497_st	14.59
hsa-miR-4498_st	2.18
hsa-miR-4499_st	1.52
hsa-miR-449a_st	1.08
hsa-miR-449b-star_st	0.77
hsa-miR-449b_st	1.31
hsa-miR-449c-star_st	0.63
hsa-miR-449c_st	0.47
hsa-miR-4500_st	4.57
hsa-miR-4501_st	-0.01
hsa-miR-4502_st	0.51
hsa-miR-4503_st	0.38
hsa-miR-4504_st	0.57
hsa-miR-4505_st	9.56
hsa-miR-4506_st	0.61
hsa-miR-4507_st	8.25
hsa-miR-4508_st	11.51
hsa-miR-4509_st	0.56
hsa-miR-450a_st	0.09
hsa-miR-450b-3p_st	0.57
hsa-miR-450b-5p_st	1.88
hsa-miR-4510_st	5.91
hsa-miR-4511_st	0.61
hsa-miR-4512_st	0.26
hsa-miR-4513_st	1.41
hsa-miR-4514_st	0.92
hsa-miR-4515_st	0.42
hsa-miR-4516_st	10.35
hsa-miR-4517_st	0.51
hsa-miR-4518_st	-0.10
hsa-miR-4519_st	1.75
hsa-miR-451_st	3.40
hsa-miR-451b_st	1.22
hsa-miR-452-star_st	0.60
hsa-miR-4520a-3p_st	0.29
hsa-miR-4520a-5p_st	-0.04
hsa-miR-4520b-3p_st	1.00
hsa-miR-4520b-5p_st	0.18
hsa-miR-4521_st	0.47
hsa-miR-4522_st	0.20
hsa-miR-4523_st	0.77
hsa-miR-4524-star_st	0.47
hsa-miR-4524_st	0.68
hsa-miR-4525_st	0.52
hsa-miR-4526_st	0.96
hsa-miR-4527_st	0.34
hsa-miR-4528_st	0.36
hsa-miR-4529-3p_st	1.27
hsa-miR-4529-5p_st	0.74
hsa-miR-452_st	1.12
hsa-miR-4530_st	10.27
hsa-miR-4531_st	0.56
hsa-miR-4532_st	11.11
hsa-miR-4533_st	1.13
hsa-miR-4534_st	3.83
hsa-miR-4535_st	3.01
hsa-miR-4536_st	0.35
hsa-miR-4537_st	0.45
hsa-miR-4538_st	1.08
hsa-miR-4539_st	3.02
hsa-miR-454-star_st	0.23
hsa-miR-4540_st	0.50
hsa-miR-454_st	0.74
hsa-miR-455-3p_st	7.11
hsa-miR-455-5p_st	0.58
hsa-miR-4632_st	1.52
hsa-miR-4633-3p_st	1.19
hsa-miR-4633-5p_st	1.37
hsa-miR-4634_st	8.20
hsa-miR-4635_st	0.81
hsa-miR-4636_st	0.95
hsa-miR-4637_st	0.23
hsa-miR-4638-3p_st	0.53
hsa-miR-4638-5p_st	1.52
hsa-miR-4639-3p_st	0.99
hsa-miR-4639-5p_st	0.51
hsa-miR-4640-3p_st	1.08
hsa-miR-4640-5p_st	4.23
hsa-miR-4641_st	1.26
hsa-miR-4642_st	0.82
hsa-miR-4643_st	0.21
hsa-miR-4644_st	1.01
hsa-miR-4645-3p_st	0.41
hsa-miR-4645-5p_st	0.36
hsa-miR-4646-3p_st	0.61
hsa-miR-4646-5p_st	2.28
hsa-miR-4647_st	1.20
hsa-miR-4648_st	0.70
hsa-miR-4649-3p_st	3.82
hsa-miR-4649-5p_st	4.00
hsa-miR-4650-3p_st	0.45
hsa-miR-4650-5p_st	0.69
hsa-miR-4651_st	8.07
hsa-miR-4652-3p_st	0.73
hsa-miR-4652-5p_st	0.49
hsa-miR-4653-3p_st	0.70
hsa-miR-4653-5p_st	0.30
hsa-miR-4654_st	2.80
hsa-miR-4655-3p_st	2.55
hsa-miR-4655-5p_st	4.74
hsa-miR-4656_st	9.31
hsa-miR-4657_st	3.59
hsa-miR-4658_st	0.27
hsa-miR-4659a-3p_st	0.87
hsa-miR-4659a-5p_st	0.42
hsa-miR-4659b-3p_st	0.46
hsa-miR-4659b-5p_st	0.47
hsa-miR-4660_st	0.56
